date,checks_passed,avg_lighthouse_seo,avg_performance,avg_page_weight_kb,homepage_weight_kb,gsc_avg_position,notes
2026-07-24,19/32,94,63,4187,9021,,baseline before SEO fixes
2026-07-24,29/32,100,63,1061,1391,,after fixes: robots/meta/JSON-LD/WebP/orphan cleanup (remaining fails = no JSON-LD on category pages, intentional)
